conf_ini;rep_ini;rcp_ini;paso;rh0;pozo
-0.2;0.6;-0.2;325;0.8169835363620648;-156.78199999995502
-0.2;0.6;-0.2;326;0.8172599675386805;-153.0379999999551
-0.2;0.6;-0.2;327;0.8176336048326454;-149.28199999995527
-0.2;0.6;-0.2;328;0.8179972043960145;-145.59799999995542
-0.2;0.6;-0.2;329;0.8181714725983903;-142.00199999995553
-0.2;0.6;-0.2;330;0.8185278646957115;-138.31599999995564
-0.2;0.6;-0.2;331;0.8187306149383506;-134.5839999999559
-0.2;0.6;-0.2;332;0.819032845333379;-130.82599999995603
-0.2;0.6;-0.2;333;0.8193197412923948;-127.13199999995608
-0.2;0.6;-0.2;334;0.8195498779868189;-123.28799999995616
-0.2;0.6;-0.2;335;0.8198536929847736;-119.56799999995629
-0.2;0.6;-0.2;336;0.8201551465614344;-115.91399999995642
-0.2;0.6;-0.2;337;0.8203111421741975;-112.1599999999566
-0.2;0.6;-0.2;338;0.8205325728446069;-108.32399999995683
-0.2;0.6;-0.2;339;0.8207982458866258;-104.6079999999571
-0.2;0.6;-0.2;340;0.8210183761195309;-100.77999999995734
-0.2;0.6;-0.2;341;0.8212736271736928;-96.99599999995769
-0.2;0.6;-0.2;342;0.8215582743972553;-93.30599999995808
-0.2;0.6;-0.2;343;0.8217735268881213;-89.5199999999586
-0.2;0.6;-0.2;344;0.8220599163755651;-85.48399999995931
-0.2;0.6;-0.2;345;0.8223675708901231;-81.59599999995997
-0.2;0.6;-0.2;346;0.8226033100145069;-77.84199999996068
-0.2;0.6;-0.2;347;0.8228204912128964;-73.8999999999615
-0.2;0.6;-0.2;348;0.823128257524105;-70.11199999996225
-0.2;0.6;-0.2;349;0.8233621847473137;-66.17799999996296
-0.2;0.6;-0.2;350;0.8237522333278858;-62.23199999996391
-0.2;0.6;-0.2;351;0.8239712908573599;-58.121999999964885
-0.2;0.6;-0.2;352;0.8242238359491888;-54.219999999965715
-0.2;0.6;-0.2;353;0.824476427723807;-50.46999999996669
-0.2;0.6;-0.2;354;0.8247457072179656;-46.421999999967674
-0.2;0.6;-0.2;355;0.824869527128717;-42.47799999996858
-0.2;0.6;-0.2;356;0.82508729902233;-38.53399999996941
-0.2;0.6;-0.2;357;0.8252209294465771;-34.49599999997029
-0.2;0.6;-0.2;358;0.825387523458335;-30.461999999971017
-0.2;0.6;-0.2;359;0.8256743140651024;-26.52799999997214
-0.2;0.6;-0.2;360;0.8260020472607091;-22.44999999997309
-0.2;0.6;-0.2;361;0.8262648305122933;-18.427999999974023
-0.2;0.6;-0.2;362;0.8265105217732365;-14.415999999974897
-0.2;0.6;-0.2;363;0.8265853847595381;-10.461999999975882
-0.2;0.6;-0.2;364;0.8267590277302164;-6.319999999976798
-0.2;0.6;-0.2;365;0.8269405842642579;-2.2939999999776455
-0.2;0.6;-0.2;366;0.827155513525783;1.6500000000215913
-0.2;0.6;-0.2;367;0.8273583123408347;5.742000000020762
-0.2;0.6;-0.2;368;0.8275469229797559;9.604000000019905
-0.2;0.6;-0.2;369;0.8277352461944233;13.676000000019304
-0.2;0.6;-0.2;370;0.8279123374778011;17.602000000018382
-0.2;0.6;-0.2;371;0.8281628216157134;21.618000000017457
-0.2;0.6;-0.2;372;0.8284160434254815;25.790000000016693
-0.2;0.6;-0.2;373;0.8285987483450381;29.84800000001604
-0.2;0.6;-0.2;374;0.8288127195766053;33.90600000001502
-0.2;0.6;-0.2;375;0.8290202467424775;37.848000000014075
-0.2;0.6;-0.2;376;0.8292343756004052;41.79600000001334
-0.2;0.6;-0.2;377;0.8294092447064059;45.918000000012526
-0.2;0.6;-0.2;378;0.8295203561352763;50.12000000001162
-0.2;0.6;-0.2;379;0.8297416792064755;54.318000000010834
-0.2;0.6;-0.2;380;0.8299812801173988;58.41000000001002
-0.2;0.6;-0.2;381;0.8301600808006753;62.558000000009436
-0.2;0.6;-0.2;382;0.8303602895303257;66.91800000000859
-0.2;0.6;-0.2;383;0.8305873453784676;71.02600000000749
-0.2;0.6;-0.2;384;0.8308198714833602;75.10600000000657
-0.2;0.6;-0.2;385;0.8310589230223709;79.25200000000562
-0.2;0.6;-0.2;386;0.8312718555466577;83.42000000000424
-0.2;0.6;-0.2;387;0.8314653118712328;87.66000000000321
-0.2;0.6;-0.2;388;0.8316818878571786;91.79400000000194
-0.2;0.6;-0.2;389;0.8319025327749279;95.99200000000089
-0.2;0.6;-0.2;390;0.832137450372401;100.34399999999948
-0.2;0.6;-0.2;391;0.8323316050622255;104.50999999999807
-0.2;0.6;-0.2;392;0.8325110191944618;108.76999999999667
-0.2;0.6;-0.2;393;0.8326852902348836;112.92599999999538
-0.2;0.6;-0.2;394;0.8328270892671563;117.20799999999406
-0.2;0.6;-0.2;395;0.8330412595482464;121.3779999999927
-0.2;0.6;-0.2;396;0.8332622313511638;125.67799999999137
-0.2;0.6;-0.2;397;0.8334056384027962;129.9759999999901
-0.2;0.6;-0.2;398;0.8336571960712468;134.3279999999885
-0.2;0.6;-0.2;399;0.8338601068277414;138.55599999998702
